feature,frequency,rank,word1,word2,word3,word4
was_also_the,10,8544,was,also,the,
direction_of_the,10,8544,direction,of,the,
months_of_this,10,8544,months,of,this,
same_period_a,10,8544,same,period,a,
to_the_economy,10,8544,to,the,economy,
the_world_but,10,8544,the,world,but,
ford_motor_co,10,8544,ford,motor,co,
and_donâ_t,10,8544,and,donâ,t,
will_be_paid,10,8544,will,be,paid,
there_could_be,10,8544,there,could,be,
way_into_the,10,8544,way,into,the,
result_is_a,10,8544,result,is,a,
much_as_percent,10,8544,much,as,percent,
the_season_at,10,8544,the,season,at,
fall_in_love,10,8544,fall,in,love,
arts_and_crafts,10,8544,arts,and,crafts,
and_may_be,10,8544,and,may,be,
he_is_going,10,8544,he,is,going,
and_others_who,10,8544,and,others,who,
pay_attention_to,10,8544,pay,attention,to,
one_thing_to,10,8544,one,thing,to,
which_have_been,10,8544,which,have,been,
we_try_to,10,8544,we,try,to,
if_not_the,10,8544,if,not,the,
hit_a_two,10,8544,hit,a,two,
in_an_emergency,10,8544,in,an,emergency,
to_take_to,10,8544,to,take,to,
of_the_lord,10,8544,of,the,lord,
just_like_a,10,8544,just,like,a,
what_i_can,10,8544,what,i,can,
so_is_the,10,8544,so,is,the,
he_may_have,10,8544,he,may,have,
that_we_do,10,8544,that,we,do,
to_a_second,10,8544,to,a,second,
the_school_and,10,8544,the,school,and,
of_the_restaurant,10,8544,of,the,restaurant,
it_on_a,10,8544,it,on,a,
and_two_other,10,8544,and,two,other,
and_when_it,10,8544,and,when,it,
for_this_year's,10,8544,for,this,year's,
to_open_in,10,8544,to,open,in,
i_have_not,10,8544,i,have,not,
development_of_a,10,8544,development,of,a,
funding_for_the,10,8544,funding,for,the,
the_prosecutor's_office,10,8544,the,prosecutor's,office,
can_help_you,10,8544,can,help,you,
no_one_would,10,8544,no,one,would,
step_up_and,10,8544,step,up,and,
it_was_that,10,8544,it,was,that,
picked_up_a,10,8544,picked,up,a,
or_cents_a,10,8544,or,cents,a,
work_of_the,10,8544,work,of,the,
said_he's_a,10,8544,said,he's,a,
all_over_again,10,8544,all,over,again,
in_the_presidential,10,8544,in,the,presidential,
republicans_and_democrats,10,8544,republicans,and,democrats,
part_of_what,10,8544,part,of,what,
game_between_the,10,8544,game,between,the,
the_only_place,10,8544,the,only,place,
a_reward_for,10,8544,a,reward,for,
week_that_he,10,8544,week,that,he,
took_part_in,10,8544,took,part,in,
a_nod_to,10,8544,a,nod,to,
how_it_works,10,8544,how,it,works,
the_project_and,10,8544,the,project,and,
which_could_be,10,8544,which,could,be,
amount_of_the,10,8544,amount,of,the,
think_they_have,10,8544,think,they,have,
and_south_america,10,8544,and,south,america,
that_there_were,10,8544,that,there,were,
trying_to_determine,10,8544,trying,to,determine,
a_little_like,10,8544,a,little,like,
he_might_be,10,8544,he,might,be,
of_the_ncaa,10,8544,of,the,ncaa,
of_the_stage,10,8544,of,the,stage,
a_repeat_of,10,8544,a,repeat,of,
of_the_net,10,8544,of,the,net,
to_expand_its,10,8544,to,expand,its,
allow_us_to,10,8544,allow,us,to,
and_threatened_to,10,8544,and,threatened,to,
two_days_of,10,8544,two,days,of,
seats_in_the,10,8544,seats,in,the,
in_their_homes,10,8544,in,their,homes,
soon_after_the,10,8544,soon,after,the,
on_tuesday_to,10,8544,on,tuesday,to,
and_that_will,10,8544,and,that,will,
education_and_health,10,8544,education,and,health,
d_like_to,10,8544,d,like,to,
some_type_of,10,8544,some,type,of,
release_of_the,10,8544,release,of,the,
record_number_of,10,8544,record,number,of,
in_south_carolina,10,8544,in,south,carolina,
into_the_final,10,8544,into,the,final,
weeks_of_the,10,8544,weeks,of,the,
to_repair_the,10,8544,to,repair,the,
the_government_said,10,8544,the,government,said,
a_century_ago,10,8544,a,century,ago,
it_was_tough,10,8544,it,was,tough,
on_new_year's,10,8544,on,new,year's,
new_year's_day,10,8544,new,year's,day,
work_and_the,10,8544,work,and,the,
cents_or_percent,10,8544,cents,or,percent,
but_i_also,10,8544,but,i,also,
as_a_major,10,8544,as,a,major,
is_president_of,10,8544,is,president,of,
this_year_said,10,8544,this,year,said,
i_have_seen,10,8544,i,have,seen,
is_better_than,10,8544,is,better,than,
the_completion_of,10,8544,the,completion,of,
the_one_in,10,8544,the,one,in,
the_company_would,10,8544,the,company,would,
continue_to_rise,10,8544,continue,to,rise,
congress_and_the,10,8544,congress,and,the,
to_rein_in,10,8544,to,rein,in,
diagnosed_with_breast,10,8544,diagnosed,with,breast,
the_youngest_of,10,8544,the,youngest,of,
to_the_super,10,8544,to,the,super,
he_was_looking,10,8544,he,was,looking,
s_a_little,10,8544,s,a,little,
last_in_the,10,8544,last,in,the,
the_right_things,10,8544,the,right,things,
what_does_it,10,8544,what,does,it,
has_already_been,10,8544,has,already,been,
to_put_on,10,8544,to,put,on,
in_partnership_with,10,8544,in,partnership,with,
pdt_washington_ap,10,8544,pdt,washington,ap,
and_he's_a,10,8544,and,he's,a,
at_the_south,10,8544,at,the,south,
and_his_father,10,8544,and,his,father,
arrived_in_the,10,8544,arrived,in,the,
said_the_plan,10,8544,said,the,plan,
more_focused_on,10,8544,more,focused,on,
is_just_as,10,8544,is,just,as,
that_comes_from,10,8544,that,comes,from,
many_people_who,10,8544,many,people,who,
right_now_it's,10,8544,right,now,it's,
new_immigration_law,10,8544,new,immigration,law,
is_the_largest,10,8544,is,the,largest,
half_a_million,10,8544,half,a,million,
is_no_reason,10,8544,is,no,reason,
even_as_the,10,8544,even,as,the,
was_born_and,10,8544,was,born,and,
in_china_and,10,8544,in,china,and,
and_moved_to,10,8544,and,moved,to,
roughly_the_same,10,8544,roughly,the,same,
in_its_first,10,8544,in,its,first,
of_what_the,10,8544,of,what,the,
the_battle_of,10,8544,the,battle,of,
and_hit_the,10,8544,and,hit,the,
put_on_the,10,8544,put,on,the,
said_today_that,10,8544,said,today,that,
very_hard_to,10,8544,very,hard,to,
he_took_over,10,8544,he,took,over,
star_of_the,10,8544,star,of,the,
that_seemed_to,10,8544,that,seemed,to,
and_co_founder,10,8544,and,co,founder,
support_for_a,10,8544,support,for,a,
plans_to_expand,10,8544,plans,to,expand,
what_we_want,10,8544,what,we,want,
i_said_i,10,8544,i,said,i,
shot_from_the,10,8544,shot,from,the,
things_in_the,10,8544,things,in,the,
a_state_law,10,8544,a,state,law,
she_told_me,10,8544,she,told,me,
in_the_1940s,10,8544,in,the,1940s,
that_began_in,10,8544,that,began,in,
father_was_a,10,8544,father,was,a,
the_forefront_of,10,8544,the,forefront,of,
to_point_out,10,8544,to,point,out,
the_social_security,10,8544,the,social,security,
out_of_its,10,8544,out,of,its,
have_also_been,10,8544,have,also,been,
of_both_the,10,8544,of,both,the,
to_file_a,10,8544,to,file,a,
stay_at_the,10,8544,stay,at,the,
also_have_been,10,8544,also,have,been,
taxes_and_fees,10,8544,taxes,and,fees,
with_the_national,10,8544,with,the,national,
could_no_longer,10,8544,could,no,longer,
of_work_for,10,8544,of,work,for,
is_to_help,10,8544,is,to,help,
that_you_could,10,8544,that,you,could,
of_spring_training,10,8544,of,spring,training,
the_sports_authority,10,8544,the,sports,authority,
for_the_playoffs,10,8544,for,the,playoffs,
and_put_the,10,8544,and,put,the,
to_earn_a,10,8544,to,earn,a,
talking_about_it,10,8544,talking,about,it,
has_continued_to,10,8544,has,continued,to,
for_the_weekend,10,8544,for,the,weekend,
benefit_of_the,10,8544,benefit,of,the,
he_believes_that,10,8544,he,believes,that,
went_back_to,10,8544,went,back,to,
said_that's_a,10,8544,said,that's,a,
came_off_the,10,8544,came,off,the,
they_could_do,10,8544,they,could,do,
the_million_in,10,8544,the,million,in,
ups_and_downs,10,8544,ups,and,downs,
five_years_of,10,8544,five,years,of,
ahead_in_the,10,8544,ahead,in,the,
the_prudential_center,10,8544,the,prudential,center,
to_attend_a,10,8544,to,attend,a,
and_across_the,10,8544,and,across,the,
police_officers_and,10,8544,police,officers,and,
tuesday_and_wednesday,10,8544,tuesday,and,wednesday,
of_the_companies,10,8544,of,the,companies,
last_month_and,10,8544,last,month,and,
to_return_the,10,8544,to,return,the,
of_the_international,10,8544,of,the,international,
with_a_pair,10,8544,with,a,pair,
if_they_do,10,8544,if,they,do,
continue_to_grow,10,8544,continue,to,grow,
been_waiting_for,10,8544,been,waiting,for,
a_passion_for,10,8544,a,passion,for,
image_of_the,10,8544,image,of,the,
former_federal_prosecutor,10,8544,former,federal,prosecutor,
a_knee_injury,10,8544,a,knee,injury,
son_of_the,10,8544,son,of,the,
we_are_so,10,8544,we,are,so,
has_worked_for,10,8544,has,worked,for,
a_job_in,10,8544,a,job,in,
the_music_and,10,8544,the,music,and,
chief_investment_officer,10,8544,chief,investment,officer,
to_show_that,10,8544,to,show,that,
after_his_arrest,10,8544,after,his,arrest,
was_hired_as,10,8544,was,hired,as,
this_morning_that,10,8544,this,morning,that,
the_final_day,10,8544,the,final,day,
play_the_game,10,8544,play,the,game,
the_game_i,10,8544,the,game,i,
on_at_the,10,8544,on,at,the,
that_he_wants,10,8544,that,he,wants,
the_nation's_most,10,8544,the,nation's,most,
this_year_a,10,8544,this,year,a,
they_talk_about,10,8544,they,talk,about,
because_of_this,10,8544,because,of,this,
in_the_days,10,8544,in,the,days,
the_american_red,10,8544,the,american,red,
the_standard_poor's,10,8544,the,standard,poor's,
a_day_earlier,10,8544,a,day,earlier,
foot_home_with,10,8544,foot,home,with,
easy_to_get,10,8544,easy,to,get,
did_last_year,10,8544,did,last,year,
back_to_his,10,8544,back,to,his,
the_mayor's_office,10,8544,the,mayor's,office,
it_made_me,10,8544,it,made,me,
look_for_a,10,8544,look,for,a,
and_many_of,10,8544,and,many,of,
said_the_agency,10,8544,said,the,agency,
in_their_20s,10,8544,in,their,20s,
to_school_and,10,8544,to,school,and,
when_he_went,10,8544,when,he,went,
a_stretch_of,10,8544,a,stretch,of,
years_at_the,10,8544,years,at,the,
will_still_be,10,8544,will,still,be,
if_he_were,10,8544,if,he,were,
i_look_forward,10,8544,i,look,forward,
of_last_week,10,8544,of,last,week,
the_next_couple,10,8544,the,next,couple,
couple_of_months,10,8544,couple,of,months,
felt_like_we,10,8544,felt,like,we,
enrolled_in_the,10,8544,enrolled,in,the,
the_two_year,10,8544,the,two,year,
way_back_to,10,8544,way,back,to,
at_home_against,10,8544,at,home,against,
and_other_items,10,8544,and,other,items,
of_course_i,10,8544,of,course,i,
of_dozens_of,10,8544,of,dozens,of,
a_lifetime_of,10,8544,a,lifetime,of,
or_in_a,10,8544,or,in,a,
was_founded_in,10,8544,was,founded,in,
this_is_all,10,8544,this,is,all,
a_spot_in,10,8544,a,spot,in,
after_winning_the,10,8544,after,winning,the,
the_agency_has,10,8544,the,agency,has,
plan_that_would,10,8544,plan,that,would,
to_billion_from,10,8544,to,billion,from,
the_browns_will,10,8544,the,browns,will,
first_and_second,10,8544,first,and,second,
for_seven_years,10,8544,for,seven,years,
christie_spokesman_michael,10,8544,christie,spokesman,michael,
the_basement_of,10,8544,the,basement,of,
the_hard_work,10,8544,the,hard,work,
to_give_him,10,8544,to,give,him,
entrance_to_the,10,8544,entrance,to,the,
shut_down_the,10,8544,shut,down,the,
can_have_a,10,8544,can,have,a,
to_get_you,10,8544,to,get,you,
of_the_chicago,10,8544,of,the,chicago,
i_knew_it,10,8544,i,knew,it,
has_the_ability,10,8544,has,the,ability,
in_a_separate,10,8544,in,a,separate,
know_what_you're,10,8544,know,what,you're,
an_impact_on,10,8544,an,impact,on,
done_for_the,10,8544,done,for,the,
governorâ_s_office,10,8544,governorâ,s,office,
stir_in_the,10,8544,stir,in,the,
since_the_season,10,8544,since,the,season,
national_honor_society,10,8544,national,honor,society,
visitors_to_the,10,8544,visitors,to,the,
œit_was_a,10,8544,œit,was,a,
well_enough_to,10,8544,well,enough,to,
set_up_by,10,8544,set,up,by,
production_of_the,10,8544,production,of,the,
that_makes_it,10,8544,that,makes,it,
near_the_end,10,8544,near,the,end,
a_glimpse_of,10,8544,a,glimpse,of,
in_the_context,10,8544,in,the,context,
to_offer_a,10,8544,to,offer,a,
they_plan_to,10,8544,they,plan,to,
half_of_all,10,8544,half,of,all,
help_pay_for,10,8544,help,pay,for,
its_ability_to,10,8544,its,ability,to,
for_children_ages,10,8544,for,children,ages,
don't_think_they,10,8544,don't,think,they,
but_could_not,10,8544,but,could,not,
park_on_the,10,8544,park,on,the,
after_she_was,10,8544,after,she,was,
to_serve_the,10,8544,to,serve,the,
people_of_the,10,8544,people,of,the,
coast_to_coast,10,8544,coast,to,coast,
could_make_a,10,8544,could,make,a,
that_must_be,10,8544,that,must,be,
on_the_hook,10,8544,on,the,hook,
had_more_than,10,8544,had,more,than,
for_the_white,10,8544,for,the,white,
people_who_live,10,8544,people,who,live,
searching_for_a,10,8544,searching,for,a,
he_was_found,10,8544,he,was,found,
is_a_way,10,8544,is,a,way,
i_got_to,10,8544,i,got,to,
game_high_points,10,8544,game,high,points,
said_â_œyou,10,8544,said,â,œyou,
know_what_it,10,8544,know,what,it,
and_that_we,10,8544,and,that,we,
we_hope_to,10,8544,we,hope,to,
of_its_kind,10,8544,of,its,kind,
for_the_university,10,8544,for,the,university,
steady_stream_of,10,8544,steady,stream,of,
about_square_feet,10,8544,about,square,feet,
feet_of_space,10,8544,feet,of,space,
said_some_of,10,8544,said,some,of,
was_used_to,10,8544,was,used,to,
addition_to_his,10,8544,addition,to,his,
will_help_the,10,8544,will,help,the,
worried_about_the,10,8544,worried,about,the,
their_children_to,10,8544,their,children,to,
to_his_family,10,8544,to,his,family,
get_ready_for,10,8544,get,ready,for,
to_his_wife,10,8544,to,his,wife,
move_on_to,10,8544,move,on,to,
timing_of_the,10,8544,timing,of,the,
a_half_hour,10,8544,a,half,hour,
go_for_it,10,8544,go,for,it,
directly_from_the,10,8544,directly,from,the,
concerned_that_the,10,8544,concerned,that,the,
you_have_an,10,8544,you,have,an,
the_final_round,10,8544,the,final,round,
the_legacy_of,10,8544,the,legacy,of,
the_opening_of,10,8544,the,opening,of,
made_clear_that,10,8544,made,clear,that,
that_the_browns,10,8544,that,the,browns,
reviewed_by_the,10,8544,reviewed,by,the,
the_definition_of,10,8544,the,definition,of,
to_the_president,10,8544,to,the,president,
way_of_life,10,8544,way,of,life,
took_place_in,10,8544,took,place,in,
feel_like_the,10,8544,feel,like,the,
for_a_change,10,8544,for,a,change,
the_george_washington,10,8544,the,george,washington,
or_not_they,10,8544,or,not,they,
the_job_he,10,8544,the,job,he,
for_the_giants,10,8544,for,the,giants,
to_be_true,10,8544,to,be,TRUE,
see_a_lot,10,8544,see,a,lot,
more_than_double,10,8544,more,than,double,
of_the_media,10,8544,of,the,media,
it_as_the,10,8544,it,as,the,
in_the_short,10,8544,in,the,short,
the_rock_and,10,8544,the,rock,and,
of_million_to,10,8544,of,million,to,
will_pay_for,10,8544,will,pay,for,
the_mind_of,10,8544,the,mind,of,
have_something_to,10,8544,have,something,to,
about_a_half,10,8544,about,a,half,
we_did_not,10,8544,we,did,not,
we_all_have,10,8544,we,all,have,
day_on_the,10,8544,day,on,the,
oven_to_degrees,10,8544,oven,to,degrees,
on_all_sides,10,8544,on,all,sides,
something_that_i,10,8544,something,that,i,
to_miss_the,10,8544,to,miss,the,
last_four_games,10,8544,last,four,games,
put_in_place,10,8544,put,in,place,
do_you_know,10,8544,do,you,know,
to_get_all,10,8544,to,get,all,
to_win_their,10,8544,to,win,their,
they_were_just,10,8544,they,were,just,
put_them_in,10,8544,put,them,in,
season_with_salt,10,8544,season,with,salt,
the_wine_is,10,8544,the,wine,is,
the_money_will,10,8544,the,money,will,
very_proud_of,10,8544,very,proud,of,
is_bound_to,10,8544,is,bound,to,
respond_to_the,10,8544,respond,to,the,
to_cut_back,10,8544,to,cut,back,
work_for_a,10,8544,work,for,a,
school_district_in,10,8544,school,district,in,
picture_of_a,10,8544,picture,of,a,
to_be_removed,10,8544,to,be,removed,
his_support_for,10,8544,his,support,for,
the_hospital_the,10,8544,the,hospital,the,
which_was_a,10,8544,which,was,a,
sales_and_marketing,10,8544,sales,and,marketing,
s_not_a,10,8544,s,not,a,
expect_to_see,10,8544,expect,to,see,
of_the_team's,10,8544,of,the,team's,
he_did_it,10,8544,he,did,it,
of_the_tournament,10,8544,of,the,tournament,
of_a_local,10,8544,of,a,local,
happy_to_have,10,8544,happy,to,have,
if_we_are,10,8544,if,we,are,
the_speed_limit,10,8544,the,speed,limit,
learned_about_the,10,8544,learned,about,the,
last_week_but,10,8544,last,week,but,
of_which_is,10,8544,of,which,is,
said_she_has,10,8544,said,she,has,
going_to_look,10,8544,going,to,look,
coach_byron_scott,10,8544,coach,byron,scott,
in_the_al,10,8544,in,the,al,
high_gas_prices,10,8544,high,gas,prices,
years_of_service,10,8544,years,of,service,
began_in_the,10,8544,began,in,the,
and_took_a,10,8544,and,took,a,
to_the_nfl,10,8544,to,the,nfl,
to_the_level,10,8544,to,the,level,
top_of_that,10,8544,top,of,that,
the_phone_and,10,8544,the,phone,and,
a_last_minute,10,8544,a,last,minute,
a_hot_dog,10,8544,a,hot,dog,
it_was_on,10,8544,it,was,on,
people_and_the,10,8544,people,and,the,
would_be_used,10,8544,would,be,used,
and_senior_services,10,8544,and,senior,services,
and_told_him,10,8544,and,told,him,
to_resolve_the,10,8544,to,resolve,the,
to_turn_around,10,8544,to,turn,around,
i_talked_to,10,8544,i,talked,to,
that_part_of,10,8544,that,part,of,
places_such_as,10,8544,places,such,as,
saying_that_the,10,8544,saying,that,the,
an_investigation_by,10,8544,an,investigation,by,
the_opening_round,10,8544,the,opening,round,
not_being_able,10,8544,not,being,able,
during_the_campaign,10,8544,during,the,campaign,
linked_to_the,10,8544,linked,to,the,
to_catch_the,10,8544,to,catch,the,
